employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score
36247,Procurement,region_17,Bachelor's,f,sourcing,1,37,4.0,9,0,66
53948,Operations,region_13,Bachelor's,f,other,1,36,4.0,9,0,60
41807,Procurement,region_7,Bachelor's,m,other,1,32,3.0,10,0,76
46192,Operations,region_22,Master's & above,m,other,2,47,5.0,7,0,55
31953,Operations,region_15,Bachelor's,f,other,1,32,3.0,7,0,59
61509,Sales & Marketing,region_18,Bachelor's,f,other,1,38,1.0,9,0,53
2166,HR,region_2,Bachelor's,m,other,1,50,3.0,21,0,48
64771,HR,region_20,Bachelor's,m,other,1,38,3.0,3,0,49
52474,Sales & Marketing,region_21,Bachelor's,m,other,1,20,5.0,2,0,51
8329,Sales & Marketing,region_3,Bachelor's,m,other,1,34,3.0,2,0,54
57474,Operations,region_2,Bachelor's,f,sourcing,2,42,4.0,12,0,57
4600,Finance,region_2,Master's & above,m,other,1,39,3.0,10,0,62
74001,Operations,region_22,Master's & above,m,sourcing,1,42,2.0,15,0,61
47922,Procurement,region_16,Bachelor's,f,sourcing,2,30,3.0,6,0,67
65425,Sales & Marketing,region_26,Bachelor's,m,other,1,35,3.0,9,0,89
77434,Operations,region_32,Bachelor's,f,other,1,40,1.0,5,0,61
50945,Sales & Marketing,region_11,Bachelor's,m,other,1,25,1.0,2,0,50
51166,R&D,region_20,Master's & above,m,sourcing,1,28,3.0,2,0,81
64938,HR,region_2,Bachelor's,f,other,1,54,3.0,12,0,49
74457,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,27,4.0,2,0,44
15792,Finance,region_15,Bachelor's,m,other,1,36,5.0,4,0,57
24451,Procurement,region_2,Bachelor's,m,sourcing,3,34,3.0,4,0,72
72281,Analytics,region_29,Bachelor's,m,referred,1,27,5.0,2,0,83
19373,Technology,region_4,Bachelor's,m,sourcing,1,33,3.0,9,0,81
14811,Procurement,region_17,Bachelor's,f,sourcing,1,60,5.0,5,0,69
12989,HR,region_15,Bachelor's,f,sourcing,1,36,5.0,8,0,48
74728,Sales & Marketing,region_11,Bachelor's,m,other,4,33,1.0,4,0,51
3667,Operations,region_7,Master's & above,f,other,1,51,3.0,9,0,56
17694,Operations,region_22,Bachelor's,m,sourcing,2,43,4.0,16,0,57
30802,Operations,region_11,Bachelor's,f,other,1,29,1.0,4,0,57
75761,Operations,region_26,Bachelor's,f,other,1,39,5.0,10,0,62
30902,Operations,region_2,,f,sourcing,1,39,5.0,6,0,74
31932,Finance,region_22,Master's & above,m,sourcing,2,31,3.0,5,0,58
53748,Sales & Marketing,region_7,Master's & above,m,sourcing,1,33,4.0,6,0,44
52637,Sales & Marketing,region_2,,m,sourcing,1,28,4.0,2,0,51
38975,HR,region_11,Bachelor's,f,other,1,26,,1,0,50
58579,Procurement,region_22,Bachelor's,f,other,1,25,3.0,3,0,68
18402,Sales & Marketing,region_7,Master's & above,m,sourcing,2,35,4.0,8,0,50
8761,Sales & Marketing,region_2,Master's & above,f,sourcing,1,50,4.0,7,0,44
72996,Analytics,region_29,Bachelor's,m,sourcing,2,33,3.0,6,0,87
27484,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,28,4.0,3,0,48
20637,Operations,region_23,Bachelor's,f,other,1,31,5.0,6,0,57
4338,Operations,region_31,Bachelor's,f,other,1,25,4.0,2,0,56
28671,Operations,region_15,Master's & above,m,sourcing,1,43,4.0,6,0,58
35580,Finance,region_2,Bachelor's,f,other,2,32,5.0,7,0,58
56706,Procurement,region_29,Bachelor's,m,other,1,28,2.0,2,0,72
45287,Sales & Marketing,region_2,Bachelor's,f,other,1,49,5.0,10,0,50
38708,Finance,region_11,Bachelor's,m,sourcing,1,28,5.0,4,0,63
58360,Procurement,region_16,Bachelor's,f,sourcing,1,31,3.0,7,1,72
34156,HR,region_26,Bachelor's,f,other,1,27,,1,0,53
42758,Operations,region_7,Bachelor's,m,other,1,28,2.0,2,0,63
16827,Sales & Marketing,region_15,,m,other,2,41,1.0,9,0,52
23234,HR,region_3,Master's & above,m,other,1,32,4.0,4,1,89
17736,Operations,region_2,Master's & above,m,other,1,32,5.0,4,0,62
69106,Operations,region_4,Bachelor's,f,other,2,33,4.0,7,0,59
32403,Operations,region_2,Master's & above,f,sourcing,1,44,5.0,6,0,54
53006,Operations,region_14,Master's & above,f,other,1,40,5.0,6,0,59
37061,Sales & Marketing,region_16,Bachelor's,f,sourcing,2,27,3.0,4,0,49
42150,Procurement,region_15,Bachelor's,f,other,1,32,3.0,5,0,65
16193,Sales & Marketing,region_4,Bachelor's,f,other,1,35,3.0,3,0,50
33162,Sales & Marketing,region_2,Master's & above,f,other,2,32,2.0,9,0,49
25531,Operations,region_22,Master's & above,m,other,2,33,4.0,4,0,61
53608,Technology,region_1,Master's & above,f,other,1,37,2.0,4,0,79
16983,Procurement,region_26,Bachelor's,m,other,2,34,2.0,3,0,69
75606,Technology,region_13,Master's & above,m,sourcing,1,35,4.0,2,0,80
62781,Procurement,region_22,Bachelor's,f,other,3,23,,1,0,69
11153,Technology,region_23,Master's & above,m,sourcing,1,43,3.0,6,0,78
31564,Sales & Marketing,region_22,Master's & above,f,sourcing,1,30,2.0,3,0,46
52121,Analytics,region_28,Bachelor's,m,other,1,29,3.0,5,0,92
35767,Finance,region_2,Bachelor's,f,other,1,50,1.0,21,0,61
22909,HR,region_26,Bachelor's,f,other,1,25,2.0,2,0,45
46476,Sales & Marketing,region_31,,m,other,1,26,3.0,2,0,51
17452,Operations,region_2,Bachelor's,f,sourcing,1,57,2.0,21,0,59
76623,Technology,region_22,,m,other,1,27,3.0,2,0,76
54024,Sales & Marketing,region_2,Bachelor's,m,other,1,27,,1,0,49
52341,Procurement,region_26,Bachelor's,m,sourcing,1,29,1.0,3,0,75
2690,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,22,1.0,2,0,49
51853,Sales & Marketing,region_15,Bachelor's,m,other,2,29,,1,0,43
39855,Operations,region_2,Master's & above,f,referred,1,33,3.0,7,0,58
59167,Technology,region_2,Bachelor's,f,other,1,49,3.0,19,0,77
61200,Technology,region_16,Bachelor's,m,sourcing,1,32,3.0,8,0,83
10347,Procurement,region_26,Bachelor's,f,other,1,25,,1,0,69
10410,Sales & Marketing,region_30,Bachelor's,m,other,1,32,1.0,4,0,54
63015,R&D,region_16,Bachelor's,m,other,1,32,5.0,6,0,80
9357,Technology,region_7,Master's & above,f,sourcing,1,33,4.0,3,0,74
16792,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,36,4.0,7,0,48
71212,Technology,region_2,Bachelor's,f,sourcing,2,28,,1,0,75
4858,Technology,region_22,Bachelor's,f,sourcing,2,29,3.0,5,0,79
5423,Analytics,region_31,Master's & above,m,sourcing,1,42,2.0,5,0,80
67247,Technology,region_12,Bachelor's,m,sourcing,2,27,,1,0,82
23889,Procurement,region_10,Master's & above,m,other,1,32,3.0,4,0,68
48745,Sales & Marketing,region_17,Master's & above,m,other,1,38,5.0,8,0,47
40134,Technology,region_7,Bachelor's,f,other,2,35,4.0,3,0,84
18432,Legal,region_7,Master's & above,m,other,1,41,5.0,2,0,60
1136,Procurement,region_22,Master's & above,f,other,1,36,1.0,4,0,71
8276,Sales & Marketing,region_15,Bachelor's,m,other,2,27,,1,0,50
77141,Operations,region_2,Bachelor's,m,sourcing,1,53,4.0,8,0,59
12831,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,30,2.0,3,0,51
50647,HR,region_16,Bachelor's,f,other,1,26,3.0,3,0,53
71786,Procurement,region_16,Bachelor's,m,sourcing,1,36,4.0,10,0,67
55774,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,30,3.0,3,0,54
62628,Procurement,region_7,Bachelor's,f,other,1,40,1.0,6,0,63
63410,Operations,region_9,Bachelor's,m,other,1,31,4.0,5,0,59
5701,Sales & Marketing,region_4,Master's & above,m,sourcing,1,31,3.0,7,0,48
18321,Sales & Marketing,region_2,Master's & above,m,other,1,55,5.0,14,0,48
32856,Operations,region_15,Bachelor's,m,other,1,36,4.0,9,0,56
73180,Legal,region_2,Master's & above,m,other,3,35,3.0,4,0,58
26720,Analytics,region_27,,m,sourcing,1,31,3.0,3,0,97
38146,Sales & Marketing,region_31,Master's & above,f,sourcing,1,34,2.0,9,0,53
73666,Legal,region_7,Bachelor's,m,sourcing,1,48,3.0,16,0,58
41618,Analytics,region_25,Master's & above,m,sourcing,1,34,5.0,8,0,82
42842,HR,region_2,Bachelor's,m,other,1,38,3.0,3,0,50
7329,Sales & Marketing,region_13,Master's & above,m,sourcing,1,45,2.0,14,0,45
66287,Analytics,region_10,Master's & above,m,other,1,33,5.0,6,0,85
36030,Operations,region_7,Bachelor's,f,other,1,44,3.0,11,0,63
29171,Operations,region_11,Bachelor's,f,other,1,39,3.0,5,0,61
48826,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,35,4.0,6,0,45
51305,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,32,3.0,6,0,53
7642,Operations,region_2,Master's & above,f,other,1,48,4.0,15,0,65
68034,Technology,region_31,Bachelor's,m,sourcing,1,23,,1,0,77
58110,Finance,region_7,Master's & above,f,sourcing,1,32,3.0,5,0,56
47546,Technology,region_2,Bachelor's,f,other,1,46,3.0,19,0,79
46870,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,31,4.0,6,0,46
40379,Operations,region_31,Bachelor's,f,other,1,42,5.0,4,0,59
54520,Operations,region_15,Bachelor's,m,referred,1,32,,1,0,57
28050,Operations,region_2,Bachelor's,f,other,1,43,5.0,11,0,57
67601,Technology,region_7,Master's & above,m,sourcing,1,40,3.0,7,0,80
22420,Sales & Marketing,region_5,Bachelor's,f,other,1,29,3.0,3,0,51
7669,Sales & Marketing,region_7,Master's & above,m,other,1,42,4.0,19,0,60
11628,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,1.0,6,0,48
24312,Sales & Marketing,region_1,Master's & above,m,other,1,30,3.0,7,0,48
34884,Procurement,region_22,Master's & above,f,other,1,35,5.0,3,0,68
36776,Technology,region_23,Bachelor's,m,referred,1,29,5.0,3,0,80
37167,Sales & Marketing,region_22,Bachelor's,m,other,3,35,1.0,10,0,52
20944,Operations,region_19,Bachelor's,m,other,1,42,1.0,3,0,59
42100,Sales & Marketing,region_3,,m,other,1,24,,1,0,51
32777,Sales & Marketing,region_31,Bachelor's,m,other,1,29,,1,0,50
34321,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,41,1.0,9,0,51
77928,Analytics,region_7,,m,other,1,29,1.0,5,0,92
10300,Operations,region_7,Bachelor's,m,other,1,33,5.0,9,0,59
38219,Sales & Marketing,region_16,Master's & above,m,other,1,48,4.0,7,0,68
18679,Analytics,region_11,Bachelor's,m,sourcing,1,35,2.0,9,0,80
60634,Procurement,region_15,Bachelor's,m,other,1,31,3.0,7,0,66
67790,Operations,region_26,Bachelor's,f,sourcing,1,31,4.0,8,0,56
37448,Operations,region_6,Bachelor's,m,other,2,29,1.0,2,0,57
34832,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,40,5.0,6,0,48
41459,Analytics,region_2,Bachelor's,f,sourcing,1,38,3.0,9,0,88
40835,Technology,region_8,Bachelor's,m,sourcing,3,31,3.0,8,0,81
35055,Operations,region_27,Bachelor's,f,other,1,29,5.0,4,0,60
19971,Analytics,region_23,Master's & above,m,sourcing,1,40,2.0,11,0,85
50587,Procurement,region_2,Bachelor's,f,sourcing,1,32,4.0,4,0,68
6699,Analytics,region_32,,m,other,1,30,5.0,3,0,86
28794,Sales & Marketing,region_10,Master's & above,m,sourcing,1,34,3.0,8,0,52
5186,Procurement,region_19,Master's & above,m,other,1,39,1.0,9,0,69
15448,Procurement,region_7,Bachelor's,m,sourcing,2,29,3.0,3,0,70
65797,Procurement,region_2,Bachelor's,m,sourcing,3,27,2.0,4,0,66
20634,Operations,region_4,Master's & above,f,sourcing,1,46,4.0,5,0,59
39238,Operations,region_22,Bachelor's,m,sourcing,1,26,2.0,4,0,59
44227,Procurement,region_13,Master's & above,m,sourcing,1,38,3.0,9,0,69
56416,Analytics,region_25,Bachelor's,m,other,2,30,5.0,2,0,90
51104,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,30,,1,0,51
4860,Operations,region_22,Bachelor's,f,other,1,57,5.0,25,0,62
26907,Operations,region_30,Bachelor's,f,other,1,27,3.0,6,0,63
16946,Operations,region_29,Bachelor's,f,other,1,34,5.0,2,0,61
52159,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,33,2.0,7,0,54
50223,Operations,region_30,Bachelor's,m,other,1,28,4.0,1,1,93
63836,HR,region_28,Master's & above,f,other,1,32,5.0,4,0,53
66289,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,26,3.0,2,0,50
29638,Sales & Marketing,region_31,Bachelor's,f,other,1,28,3.0,4,0,48
74625,Procurement,region_2,Bachelor's,m,other,1,31,1.0,6,0,69
4253,Sales & Marketing,region_20,Bachelor's,m,other,1,27,,1,0,48
60101,Procurement,region_22,Bachelor's,f,other,1,27,3.0,6,0,68
36722,Procurement,region_7,Bachelor's,f,sourcing,2,26,,1,0,68
22793,Sales & Marketing,region_2,Bachelor's,f,other,1,53,2.0,9,0,52
26201,Procurement,region_14,Bachelor's,f,other,1,30,2.0,7,0,69
49068,Technology,region_16,Bachelor's,m,sourcing,2,26,,1,0,83
36022,Technology,region_26,Bachelor's,m,other,1,29,5.0,4,0,77
68008,Operations,region_15,Bachelor's,f,other,1,33,5.0,10,0,59
38039,Operations,region_4,Master's & above,f,sourcing,1,41,5.0,9,0,60
54620,Procurement,region_10,Bachelor's,m,other,1,29,3.0,4,0,68
9736,Analytics,region_29,Bachelor's,m,sourcing,1,25,,1,0,80
15885,HR,region_4,Bachelor's,m,other,2,27,,1,0,48
31527,Procurement,region_15,Master's & above,m,referred,1,36,5.0,7,0,67
1784,Legal,region_2,Bachelor's,m,other,1,26,3.0,2,0,61
62188,HR,region_22,Bachelor's,f,other,1,29,4.0,2,0,44
4831,HR,region_2,Bachelor's,f,other,1,24,,1,0,49
48017,Sales & Marketing,region_2,Bachelor's,m,other,2,37,4.0,9,0,64
6348,Sales & Marketing,region_28,Bachelor's,m,other,1,29,5.0,5,0,49
77546,Sales & Marketing,region_7,Bachelor's,m,other,1,26,3.0,5,0,48
54647,Technology,region_7,Master's & above,m,referred,1,33,3.0,2,0,82
1654,Procurement,region_23,Master's & above,m,sourcing,1,38,3.0,10,0,68
27025,Procurement,region_22,Bachelor's,m,sourcing,1,51,1.0,16,0,72
61995,Finance,region_2,Bachelor's,f,other,1,27,2.0,2,0,60
36277,Technology,region_19,Bachelor's,m,other,1,29,3.0,2,0,81
59829,Analytics,region_5,Master's & above,m,sourcing,2,39,5.0,6,0,86
72437,Technology,region_2,Master's & above,f,other,3,36,3.0,7,0,79
17789,Sales & Marketing,region_2,,m,other,1,36,4.0,9,0,50
30955,Analytics,region_31,Bachelor's,f,other,1,27,1.0,3,0,87
1572,Sales & Marketing,region_22,Bachelor's,m,other,3,32,1.0,8,0,53
74603,Analytics,region_22,Bachelor's,m,sourcing,2,28,,1,0,89
28918,Legal,region_2,Below Secondary,m,other,1,28,4.0,3,0,60
13004,Technology,region_2,Master's & above,m,referred,1,50,3.0,8,0,80
60105,HR,region_22,Master's & above,f,other,1,38,3.0,8,0,48
49519,Sales & Marketing,region_22,,m,other,3,24,3.0,1,0,46
27685,Finance,region_2,Bachelor's,m,other,2,29,2.0,5,0,57
63153,HR,region_20,Bachelor's,m,other,1,27,5.0,6,0,48
10263,Technology,region_2,Bachelor's,f,sourcing,1,36,4.0,8,0,82
5436,HR,region_26,Bachelor's,m,sourcing,1,29,5.0,4,0,49
56895,Technology,region_5,Bachelor's,f,other,1,28,2.0,3,0,85
53403,Analytics,region_28,Master's & above,m,sourcing,1,33,1.0,8,0,84
28822,Technology,region_23,Master's & above,m,sourcing,1,34,5.0,3,0,77
65323,Sales & Marketing,region_15,Master's & above,m,other,2,32,1.0,5,0,49
65471,Operations,region_29,Bachelor's,m,other,1,36,4.0,9,0,63
21535,Sales & Marketing,region_11,,m,sourcing,1,33,3.0,9,0,45
44359,Sales & Marketing,region_24,Bachelor's,m,other,1,30,3.0,4,0,47
49934,Sales & Marketing,region_25,,m,other,1,30,3.0,5,0,49
27719,Technology,region_16,Bachelor's,f,referred,2,31,3.0,10,0,75
9936,Technology,region_2,Bachelor's,m,sourcing,1,35,1.0,8,0,80
19144,Finance,region_2,Bachelor's,m,other,1,44,3.0,15,0,60
18048,HR,region_19,Bachelor's,m,other,1,34,3.0,3,0,48
35164,Sales & Marketing,region_24,Bachelor's,m,other,1,36,2.0,3,0,51
70237,Legal,region_2,Bachelor's,m,other,1,40,4.0,8,0,57
4596,Operations,region_15,Bachelor's,f,other,1,44,5.0,4,0,59
50528,Sales & Marketing,region_22,Bachelor's,m,other,1,29,4.0,3,0,53
69553,Sales & Marketing,region_22,,f,sourcing,1,28,3.0,4,0,51
65345,Operations,region_11,Bachelor's,m,sourcing,2,28,,1,0,62
51140,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,24,,1,0,52
71529,Technology,region_2,Master's & above,f,sourcing,3,35,3.0,7,0,72
27292,Analytics,region_2,Bachelor's,f,other,1,30,4.0,5,0,91
42928,Finance,region_27,Bachelor's,m,other,1,24,3.0,3,0,60
76375,Technology,region_13,Master's & above,f,other,1,31,3.0,5,0,80
66210,Operations,region_22,Below Secondary,m,other,1,24,3.0,2,0,59
26585,Technology,region_22,Bachelor's,m,other,1,27,5.0,3,0,83
2625,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,5.0,5,0,50
68067,Analytics,region_29,Bachelor's,m,sourcing,1,34,3.0,6,0,82
61975,HR,region_2,Below Secondary,f,referred,1,25,,1,0,51
52521,Technology,region_31,Bachelor's,f,other,2,29,4.0,2,0,80
6923,Operations,region_32,Bachelor's,m,other,2,30,3.0,3,0,60
29529,Sales & Marketing,region_31,Bachelor's,m,other,1,46,4.0,16,0,50
35611,Operations,region_13,Master's & above,f,sourcing,2,41,3.0,2,0,59
56667,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,34,1.0,7,0,54
61528,Procurement,region_2,Master's & above,f,sourcing,1,60,4.0,17,0,71
12506,Operations,region_2,Bachelor's,m,sourcing,2,43,5.0,13,0,57
48960,Sales & Marketing,region_7,Bachelor's,f,other,1,31,5.0,5,0,56
71728,Technology,region_15,Bachelor's,m,other,1,38,1.0,8,0,85
34006,Operations,region_2,Bachelor's,f,other,1,30,4.0,3,0,59
75214,Procurement,region_2,Bachelor's,m,sourcing,2,31,3.0,6,0,74
74671,Operations,region_2,Master's & above,f,sourcing,1,39,1.0,7,0,63
43784,HR,region_2,Bachelor's,f,referred,1,44,5.0,12,0,49
61008,Technology,region_13,Bachelor's,f,other,1,29,5.0,5,0,81
36163,Finance,region_7,Master's & above,m,other,2,35,5.0,8,0,59
51173,Analytics,region_24,Bachelor's,m,other,2,37,3.0,5,0,85
70109,Sales & Marketing,region_25,Master's & above,m,sourcing,1,32,5.0,7,0,51
29801,Technology,region_2,Master's & above,m,referred,1,42,3.0,14,0,80
3204,Procurement,region_2,Bachelor's,m,other,2,30,3.0,3,0,73
66215,Operations,region_2,,f,other,1,28,3.0,2,0,62
33682,Sales & Marketing,region_2,Bachelor's,m,other,3,26,4.0,2,0,52
9834,Sales & Marketing,region_4,Master's & above,m,other,1,37,2.0,9,0,43
45056,Sales & Marketing,region_22,,m,sourcing,1,26,2.0,2,0,56
9772,Technology,region_4,Bachelor's,m,other,1,27,,1,0,79
74005,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,59,1.0,6,0,47
66988,Operations,region_12,Master's & above,f,other,1,34,4.0,3,0,59
25591,Sales & Marketing,region_14,Bachelor's,m,other,1,43,3.0,19,0,53
67138,Technology,region_2,Master's & above,m,sourcing,1,48,4.0,18,0,81
20494,HR,region_7,Bachelor's,m,other,1,34,3.0,2,0,53
72049,Sales & Marketing,region_9,Bachelor's,m,other,1,31,4.0,9,0,51
40099,Operations,region_19,Master's & above,f,sourcing,1,35,5.0,6,0,59
15926,Procurement,region_22,Bachelor's,m,sourcing,2,32,3.0,3,0,69
4435,Sales & Marketing,region_31,Bachelor's,f,other,1,28,,1,0,53
22706,Procurement,region_2,Master's & above,m,other,3,40,3.0,2,0,70
44472,Sales & Marketing,region_2,Master's & above,f,other,1,42,5.0,4,0,53
42828,Analytics,region_13,Bachelor's,m,other,2,29,4.0,2,0,84
66019,Procurement,region_2,Bachelor's,f,sourcing,2,47,5.0,6,0,66
16150,Analytics,region_26,Bachelor's,m,other,1,33,3.0,6,0,79
69489,R&D,region_27,,m,other,1,27,1.0,4,0,80
17202,Sales & Marketing,region_7,Bachelor's,m,other,1,53,5.0,4,0,49
49746,Technology,region_19,Master's & above,m,other,1,41,1.0,11,0,80
12828,Procurement,region_7,Bachelor's,f,sourcing,1,33,5.0,5,0,68
51455,Technology,region_20,Bachelor's,m,other,1,28,3.0,5,0,83
22683,Sales & Marketing,region_15,,f,sourcing,1,31,3.0,6,0,48
77548,HR,region_7,Master's & above,f,sourcing,1,32,4.0,6,0,48
75851,HR,region_2,Master's & above,m,other,1,55,3.0,7,0,48
14803,Operations,region_22,Master's & above,m,sourcing,1,31,2.0,4,0,56
54428,Sales & Marketing,region_10,Master's & above,m,other,1,34,3.0,7,0,50
77110,Procurement,region_7,Bachelor's,m,other,1,30,4.0,7,0,70
31671,Operations,region_7,Bachelor's,f,other,1,28,2.0,3,0,58
9085,Analytics,region_1,Bachelor's,m,sourcing,2,29,5.0,2,0,86
44820,Operations,region_27,Master's & above,m,other,1,37,2.0,4,0,63
63026,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3.0,2,0,50
21840,Procurement,region_27,Master's & above,m,sourcing,1,36,5.0,4,0,68
7878,R&D,region_7,Bachelor's,m,sourcing,1,36,3.0,10,0,81
62131,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,28,3.0,4,0,48
60708,Sales & Marketing,region_7,Bachelor's,f,other,1,27,5.0,2,0,47
17810,Sales & Marketing,region_31,Bachelor's,m,sourcing,3,30,4.0,6,0,48
55725,Technology,region_1,Below Secondary,f,sourcing,1,24,3.0,2,0,83
25168,Analytics,region_23,Bachelor's,m,other,2,28,,1,0,84
34054,Sales & Marketing,region_17,Bachelor's,m,other,1,35,5.0,8,0,52
22048,Technology,region_2,Bachelor's,m,other,1,40,1.0,9,0,82
274,Sales & Marketing,region_10,Master's & above,f,sourcing,1,40,3.0,7,0,50
68476,Analytics,region_7,Master's & above,m,sourcing,1,37,2.0,5,0,87
41171,Operations,region_7,Bachelor's,f,other,1,30,,1,0,60
19770,Legal,region_7,Bachelor's,f,other,1,30,,1,0,65
18742,Analytics,region_32,Bachelor's,m,other,1,30,5.0,2,0,86
25114,Sales & Marketing,region_7,Bachelor's,f,other,1,44,5.0,10,0,47
22349,Technology,region_26,Bachelor's,m,other,1,33,5.0,11,0,73
63978,Sales & Marketing,region_12,Bachelor's,m,other,1,36,4.0,10,0,52
24248,Operations,region_11,Bachelor's,f,other,2,38,3.0,10,0,59
50217,Sales & Marketing,region_2,Master's & above,m,other,1,36,4.0,10,0,49
17142,Sales & Marketing,region_29,Master's & above,m,sourcing,1,32,4.0,4,0,45
74367,Procurement,region_2,Master's & above,m,sourcing,1,53,2.0,9,0,69
693,Sales & Marketing,region_2,,m,sourcing,1,42,1.0,4,0,49
25338,Operations,region_15,Bachelor's,m,sourcing,1,36,5.0,10,0,59
22675,Technology,region_2,Bachelor's,m,sourcing,1,40,3.0,6,0,82
17939,Technology,region_17,Bachelor's,f,sourcing,1,46,3.0,13,0,78
9634,Operations,region_22,Bachelor's,m,other,1,37,5.0,9,0,56
40917,Operations,region_16,Bachelor's,f,sourcing,1,58,4.0,16,0,60
61741,Operations,region_23,Master's & above,f,other,1,33,3.0,3,0,58
14576,HR,region_14,Bachelor's,m,other,1,39,3.0,11,0,53
32464,Finance,region_7,Bachelor's,f,sourcing,1,32,5.0,6,0,57
41389,Sales & Marketing,region_31,Bachelor's,m,other,1,27,3.0,6,0,49
61491,HR,region_17,Bachelor's,f,other,1,34,5.0,8,0,46
68708,Analytics,region_2,Bachelor's,m,other,1,30,5.0,2,0,81
46746,Procurement,region_17,Bachelor's,f,other,1,30,3.0,5,0,68
58176,HR,region_7,Master's & above,m,other,1,43,3.0,4,0,50
66735,Procurement,region_7,Bachelor's,m,sourcing,2,28,3.0,5,0,65
7717,Analytics,region_20,Bachelor's,m,other,2,30,2.0,3,0,82
12253,Operations,region_13,Master's & above,f,sourcing,1,44,3.0,13,0,63
6720,Operations,region_27,Bachelor's,m,other,1,27,4.0,3,0,56
33442,Operations,region_22,Bachelor's,f,other,1,29,1.0,4,0,57
24883,Operations,region_1,Bachelor's,m,sourcing,1,27,3.0,3,0,65
53840,Operations,region_2,Bachelor's,f,other,2,37,5.0,4,0,58
43971,Sales & Marketing,region_11,Bachelor's,m,other,1,32,3.0,2,1,53
30696,Operations,region_22,Bachelor's,f,sourcing,1,37,4.0,4,0,64
49534,Finance,region_26,Bachelor's,m,other,3,30,3.0,3,1,62
66895,Operations,region_22,Bachelor's,m,other,1,39,5.0,10,0,61
55215,HR,region_7,Bachelor's,m,other,1,25,,1,0,49
46317,Technology,region_25,Bachelor's,f,other,1,25,3.0,2,0,79
36698,Technology,region_2,Below Secondary,f,other,1,24,,1,0,80
55857,Operations,region_2,Bachelor's,m,sourcing,1,48,4.0,13,0,57
13743,Operations,region_32,Bachelor's,f,sourcing,1,36,5.0,9,0,61
13320,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,5.0,4,0,53
67135,Operations,region_2,Bachelor's,f,other,2,31,5.0,3,0,57
15495,Operations,region_22,Bachelor's,m,other,1,48,5.0,17,0,63
28250,Procurement,region_17,Bachelor's,m,sourcing,1,36,5.0,2,0,70
10715,Sales & Marketing,region_31,Bachelor's,m,other,1,30,2.0,5,0,62
74100,Sales & Marketing,region_4,Master's & above,m,other,1,42,3.0,5,0,50
7748,Technology,region_11,Bachelor's,f,sourcing,1,30,4.0,6,0,81
57292,Operations,region_27,Bachelor's,f,other,1,26,,1,0,57
58384,Operations,region_16,Bachelor's,m,other,1,32,4.0,3,1,59
60007,Sales & Marketing,region_21,Bachelor's,m,other,1,36,3.0,6,0,46
23891,Procurement,region_13,Bachelor's,m,other,1,32,4.0,5,1,69
54462,Operations,region_27,Master's & above,m,other,1,40,5.0,3,0,59
60935,Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,5.0,3,0,47
58549,Operations,region_2,Master's & above,f,other,1,44,2.0,16,0,59
57048,Operations,region_27,Master's & above,f,other,1,38,5.0,6,0,63
32222,Analytics,region_4,Master's & above,m,sourcing,3,47,4.0,17,1,92
71899,Sales & Marketing,region_33,Bachelor's,m,other,1,40,2.0,3,0,52
76146,Sales & Marketing,region_2,Bachelor's,m,referred,1,27,3.0,2,0,52
58711,Sales & Marketing,region_22,Bachelor's,m,other,2,31,3.0,5,0,50
65063,Finance,region_27,Bachelor's,m,other,2,26,4.0,2,0,58
8181,Finance,region_30,Bachelor's,m,other,1,29,5.0,2,0,61
6523,Finance,region_22,Bachelor's,m,sourcing,2,27,1.0,3,0,58
69534,Finance,region_22,Bachelor's,f,other,1,25,4.0,3,0,56
4010,Technology,region_2,Below Secondary,m,referred,1,22,3.0,1,0,80
7213,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,36,4.0,7,0,52
29716,Sales & Marketing,region_28,Bachelor's,m,other,1,29,3.0,6,0,47
62904,Technology,region_22,Bachelor's,m,other,1,52,3.0,7,0,82
60080,Procurement,region_2,Master's & above,m,other,3,32,3.0,7,0,72
